15-05-20,00:00:01,symbol, bidSize, bidPrice, askPrice, askSize
15-05-20,00:00:15,XBTUSD, 776057, 9801, 9801.5, 320817
15-05-20,00:01:15,XBTUSD, 935024, 9819.5, 9820, 230013
15-05-20,00:02:15,XBTUSD, 7487, 9846, 9846.5, 178615
15-05-20,00:03:15,XBTUSD, 696209, 9840, 9840.5, 720521
15-05-20,00:04:15,XBTUSD, 266992, 9831.5, 9832, 841723
15-05-20,00:05:15,XBTUSD, 16830, 9831.5, 9832, 899521
15-05-20,00:06:15,XBTUSD, 14421, 9803, 9803.5, 945933
15-05-20,00:07:15,XBTUSD, 113091, 9765, 9765.5, 15638
15-05-20,00:08:15,XBTUSD, 252784, 9771.5, 9772, 619603
15-05-20,00:09:15,XBTUSD, 378598, 9779.5, 9780, 647390
15-05-20,00:10:15,XBTUSD, 23781, 9773, 9773.5, 761442
15-05-20,00:11:15,XBTUSD, 1236230, 9773.5, 9774, 214593
15-05-20,00:12:15,XBTUSD, 1525778, 9779, 9779.5, 109010
15-05-20,00:13:15,XBTUSD, 1231903, 9764, 9764.5, 354252
15-05-20,00:14:15,XBTUSD, 131153, 9759.5, 9760, 856309
15-05-20,00:15:15,XBTUSD, 666068, 9764, 9764.5, 748020
15-05-20,00:16:15,XBTUSD, 1613889, 9761, 9761.5, 57324
15-05-20,00:17:15,XBTUSD, 971080, 9749.5, 9750, 412364
15-05-20,00:18:15,XBTUSD, 292609, 9758, 9758.5, 1003166
15-05-20,00:19:15,XBTUSD, 29953, 9750.5, 9751, 1708725
15-05-20,00:20:15,XBTUSD, 357242, 9736, 9736.5, 1765
15-05-20,00:21:15,XBTUSD, 913848, 9734, 9734.5, 516870
15-05-20,00:22:15,XBTUSD, 787665, 9734.5, 9735, 448370
15-05-20,00:23:15,XBTUSD, 1648556, 9738, 9738.5, 54623
15-05-20,00:24:15,XBTUSD, 193217, 9752.5, 9753, 1360514
15-05-20,14:44:15,XBTUSD, 361919, 9606, 9606.5, 722646
15-05-20,14:45:15,XBTUSD, 739442, 9595, 9595.5, 812602
15-05-20,14:46:15,XBTUSD, 370081, 9598.5, 9599, 18948
15-05-20,14:47:15,XBTUSD, 614936, 9607, 9607.5, 891733
15-05-20,14:48:15,XBTUSD, 580266, 9608, 9608.5, 710154
15-05-20,14:49:15,XBTUSD, 323458, 9602, 9602.5, 748642
15-05-20,14:50:15,XBTUSD, 40345, 9599.5, 9600, 1162619
15-05-20,14:51:15,XBTUSD, 868560, 9569, 9569.5, 69374
15-05-20,14:52:15,XBTUSD, 1294417, 9579, 9579.5, 29481
15-05-20,14:53:15,XBTUSD, 1030376, 9581.5, 9582, 830821
15-05-20,14:54:15,XBTUSD, 420556, 9568, 9568.5, 607324
15-05-20,14:55:15,XBTUSD, 474871, 9571, 9571.5, 670065
15-05-20,14:56:15,XBTUSD, 120003, 9565.5, 9566, 1565794
15-05-20,14:57:15,XBTUSD, 564995, 9568, 9568.5, 820
15-05-20,14:58:15,XBTUSD, 277001, 9568, 9568.5, 1234784
15-05-20,14:59:15,XBTUSD, 1180285, 9566.5, 9567, 165572
15-05-20,15:00:15,XBTUSD, 683829, 9564, 9564.5, 813321
15-05-20,15:01:15,XBTUSD, 96501, 9542.5, 9543, 1190794
15-05-20,15:02:15,XBTUSD, 1271437, 9546.5, 9547, 371003
15-05-20,15:03:15,XBTUSD, 1335130, 9542, 9542.5, 599524
15-05-20,15:04:15,XBTUSD, 92813, 9540.5, 9541, 1661909
15-05-20,15:05:15,XBTUSD, 117417, 9531, 9531.5, 902788
15-05-20,15:06:15,XBTUSD, 1543292, 9514, 9514.5, 212017
15-05-20,15:07:15,XBTUSD, 978963, 9511, 9511.5, 756928
15-05-20,15:08:15,XBTUSD, 1427389, 9485, 9485.5, 570885
15-05-20,15:09:15,XBTUSD, 329415, 9484.5, 9485, 164697
15-05-20,15:10:15,XBTUSD, 300998, 9488.5, 9489, 519701
15-05-20,15:11:15,XBTUSD, 1700731, 9497.5, 9498, 194695
15-05-20,15:12:15,XBTUSD, 859598, 9504, 9504.5, 126033
15-05-20,15:13:15,XBTUSD, 2390360, 9506, 9506.5, 499086
15-05-20,15:14:15,XBTUSD, 143121, 9501, 9501.5, 1479263
15-05-20,15:15:15,XBTUSD, 1402487, 9505, 9505.5, 665734
15-05-20,15:16:15,XBTUSD, 1381636, 9500, 9500.5, 37312
15-05-20,15:17:15,XBTUSD, 312926, 9531, 9531.5, 1415226
15-05-20,15:18:15,XBTUSD, 340381, 9529.5, 9530, 1932230
15-05-20,15:19:15,XBTUSD, 14064, 9523, 9523.5, 1114808
